,id,created_at,gst_amount,usdc_amount
0,477,2022-02-15 07:57:01,496989,1323449
0,478,2022-02-15 07:58:02,496960,1323526
0,479,2022-02-15 07:59:04,496955,1323540
0,480,2022-02-15 08:00:03,496952,1323548
0,481,2022-02-15 08:01:02,496916,1323644
0,482,2022-02-15 08:02:02,496916,1323644
0,483,2022-02-15 08:03:01,496916,1323644
0,484,2022-02-15 08:04:01,496911,1323656
0,485,2022-02-15 08:05:02,496911,1323656
0,486,2022-02-15 08:06:02,496911,1323656
0,487,2022-02-15 08:07:02,496910,1323659
0,488,2022-02-15 08:08:02,496651,1324353
0,489,2022-02-15 08:09:01,496622,1324430
0,490,2022-02-15 08:10:03,496622,1324430
0,491,2022-02-15 08:11:03,496622,1324430
0,492,2022-02-15 08:12:03,496560,1324597
0,493,2022-02-15 08:13:03,496560,1324597
0,494,2022-02-15 08:14:02,496560,1324597
0,495,2022-02-15 08:15:02,496452,1324885
0,496,2022-02-15 08:16:02,496387,1325060
0,497,2022-02-15 08:17:02,496281,1325341
0,498,2022-02-15 08:18:04,496272,1325368
0,499,2022-02-15 08:19:03,496077,1325890
0,500,2022-02-15 08:20:03,496077,1325890
0,501,2022-02-15 08:21:04,496077,1325890
0,502,2022-02-15 08:22:02,496077,1325890
0,503,2022-02-15 08:23:03,496077,1325889
0,504,2022-02-15 08:24:04,496077,1325889
0,505,2022-02-15 08:25:03,496077,1325889
0,506,2022-02-15 08:26:03,496077,1325889
0,507,2022-02-15 08:27:02,496077,1325889
0,508,2022-02-15 08:28:08,496077,1325889
0,509,2022-02-15 08:29:02,496077,1325889
0,510,2022-02-15 08:30:03,496052,1325958
0,511,2022-02-15 08:31:02,496143,1325713
0,512,2022-02-15 08:32:02,496143,1325713
0,513,2022-02-15 08:33:02,496036,1326001
0,514,2022-02-15 08:34:02,496159,1325675
0,515,2022-02-15 08:35:02,496205,1325552
0,516,2022-02-15 08:36:02,496205,1325552
0,517,2022-02-15 08:37:03,496216,1325523
0,518,2022-02-15 08:38:02,496220,1325513
0,519,2022-02-15 08:39:03,496220,1325513
0,520,2022-02-15 08:40:02,495540,1327337
0,521,2022-02-15 08:41:01,495504,1327433
0,522,2022-02-15 08:42:02,495236,1328155
0,523,2022-02-15 08:43:07,495169,1328335
0,524,2022-02-15 08:44:02,495090,1328548
0,525,2022-02-15 08:45:02,495077,1328582
0,526,2022-02-15 08:46:02,495077,1328582
0,527,2022-02-15 08:47:02,495077,1328582
0,528,2022-02-15 08:48:02,495087,1328555
0,529,2022-02-15 08:49:03,495087,1328555
0,530,2022-02-15 08:50:06,495087,1328555
0,531,2022-02-15 08:51:03,495107,1328502
0,532,2022-02-15 08:52:03,494598,1329875
0,533,2022-02-15 08:53:03,494598,1329875
0,534,2022-02-15 08:54:03,494626,1329799
0,535,2022-02-15 08:55:03,494626,1329799
0,536,2022-02-15 08:56:02,494382,1330460
0,537,2022-02-15 08:57:01,494378,1330470
0,538,2022-02-15 08:58:04,494497,1330153
0,539,2022-02-15 08:59:03,494493,1330162
0,540,2022-02-15 09:00:02,494493,1330162
0,541,2022-02-15 09:01:02,494493,1330162
0,542,2022-02-15 09:02:03,494503,1330135
0,543,2022-02-15 09:03:02,494584,1329918
0,544,2022-02-15 09:04:02,494584,1329918
0,545,2022-02-15 09:05:02,494584,1329918
0,546,2022-02-15 09:06:03,494584,1329918
0,547,2022-02-15 09:07:02,494654,1329731
0,548,2022-02-15 09:08:03,494652,1329736
0,549,2022-02-15 09:09:02,494652,1329736
0,550,2022-02-15 09:10:03,494452,1330275
0,551,2022-02-15 09:11:02,494408,1330394
0,552,2022-02-15 09:12:07,494458,1330260
0,553,2022-02-15 09:13:02,494455,1330268
0,554,2022-02-15 09:14:02,494469,1330231
0,555,2022-02-15 09:15:03,494469,1330231
0,556,2022-02-15 09:16:01,494469,1330231
0,557,2022-02-15 09:17:06,494469,1330231
0,558,2022-02-15 09:18:02,494284,1330731
0,559,2022-02-15 09:19:03,494284,1330731
0,560,2022-02-15 09:20:03,494284,1330731
0,561,2022-02-15 09:21:01,494284,1330731
0,562,2022-02-15 09:22:07,494248,1330828
0,563,2022-02-15 09:23:02,494050,1331361
0,564,2022-02-15 09:24:02,494050,1331361
0,565,2022-02-15 09:25:04,494050,1331361
0,566,2022-02-15 09:26:03,494050,1331361
0,567,2022-02-15 09:27:05,494050,1331361
0,568,2022-02-15 09:28:01,494050,1331361
0,569,2022-02-15 09:29:01,494050,1331361
0,570,2022-02-15 09:30:03,494062,1331329
0,571,2022-02-15 09:31:01,494044,1331378
0,572,2022-02-15 09:32:02,494044,1331378
0,573,2022-02-15 09:33:02,493990,1331526
0,574,2022-02-15 09:34:03,493990,1331526
0,575,2022-02-15 09:35:01,493990,1331526
0,576,2022-02-15 09:36:03,493982,1331548
0,577,2022-02-15 09:37:02,493982,1331548
0,578,2022-02-15 09:38:02,493768,1332124
0,579,2022-02-15 09:39:03,493848,1331909
0,580,2022-02-15 09:40:02,493836,1331942
0,581,2022-02-15 09:41:06,493899,1331774
0,582,2022-02-15 09:42:02,493899,1331774
0,583,2022-02-15 09:43:03,493863,1331870
0,584,2022-02-15 09:44:02,493882,1331819
0,585,2022-02-15 09:45:02,493882,1331819
0,586,2022-02-15 09:46:02,494072,1331309
0,587,2022-02-15 09:47:02,493894,1331790
0,588,2022-02-15 09:48:02,493844,1331927
0,589,2022-02-15 09:49:02,493844,1331927
0,590,2022-02-15 09:50:04,493844,1331927
0,591,2022-02-15 09:51:02,493844,1331927
0,592,2022-02-15 09:52:01,493844,1331927
0,593,2022-02-15 09:53:02,493854,1331900
0,594,2022-02-15 09:54:04,493864,1331873
0,595,2022-02-15 09:55:04,493864,1331873
0,596,2022-02-15 09:56:03,493980,1331561
0,597,2022-02-15 09:57:03,493980,1331561
0,598,2022-02-15 09:58:03,494306,1330685
0,599,2022-02-15 09:59:03,494306,1330685
0,600,2022-02-15 10:00:02,494272,1330776
0,601,2022-02-15 10:01:02,494340,1330595
0,602,2022-02-15 10:02:03,494340,1330595
0,603,2022-02-15 10:03:03,494340,1330595
0,604,2022-02-15 10:04:02,494304,1330691
0,605,2022-02-15 10:05:03,494101,1331241
0,606,2022-02-15 10:06:01,494065,1331337
0,607,2022-02-15 10:07:01,493851,1331915
0,608,2022-02-15 10:08:02,493637,1332494
0,609,2022-02-15 10:09:02,493666,1332418
0,610,2022-02-15 10:10:02,493666,1332418
0,611,2022-02-15 10:11:04,493660,1332433
0,612,2022-02-15 10:12:02,493814,1332021
0,613,2022-02-15 10:13:02,493814,1332021
0,614,2022-02-15 10:14:02,493814,1332021
0,615,2022-02-15 10:15:02,493814,1332021
0,616,2022-02-15 10:16:02,493824,1331994
0,617,2022-02-15 10:17:04,493824,1331994
0,618,2022-02-15 10:18:01,493811,1332029
0,619,2022-02-15 10:19:04,493803,1332050
0,620,2022-02-15 10:20:02,493803,1332050
0,621,2022-02-15 10:21:02,493838,1331955
0,622,2022-02-15 10:22:02,493822,1332006
0,623,2022-02-15 10:23:02,493822,1332006
0,624,2022-02-15 10:24:02,493764,1332170
0,625,2022-02-15 10:25:02,493757,1332190
0,626,2022-02-15 10:26:02,493800,1332074
0,627,2022-02-15 10:27:02,493800,1332074
0,628,2022-02-15 10:28:01,494038,1331441
0,629,2022-02-15 10:29:02,493785,1332126
0,630,2022-02-15 10:30:02,493797,1332095
0,631,2022-02-15 10:31:02,493761,1332190
0,632,2022-02-15 10:32:01,493761,1332190
0,633,2022-02-15 10:33:02,493761,1332190
0,634,2022-02-15 10:34:02,493676,1332421
0,635,2022-02-15 10:35:01,493669,1332440
0,636,2022-02-15 10:36:03,493669,1332440
0,637,2022-02-15 10:37:03,493862,1331922
0,638,2022-02-15 10:38:02,493862,1331922
0,639,2022-02-15 10:39:02,493862,1331922
0,640,2022-02-15 10:40:03,493676,1332437
0,641,2022-02-15 10:41:04,493676,1332437
0,642,2022-02-15 10:42:03,493669,1332459
0,643,2022-02-15 10:43:01,493682,1332424
0,644,2022-02-15 10:44:02,493747,1332250
0,645,2022-02-15 10:45:02,494081,1331351
0,646,2022-02-15 10:46:02,493671,1332461
0,647,2022-02-15 10:47:03,493669,1332465
0,648,2022-02-15 10:48:02,493679,1332440
0,649,2022-02-15 10:49:02,493679,1332440
0,650,2022-02-15 10:50:02,493651,1332516
0,651,2022-02-15 10:51:03,493631,1332409
0,652,2022-02-15 10:52:02,493641,1332382
0,653,2022-02-15 10:53:02,493666,1332315
0,654,2022-02-15 10:54:02,493666,1332315
0,655,2022-02-15 10:55:02,493691,1332247
0,656,2022-02-15 10:56:03,493691,1332247
0,657,2022-02-15 10:57:01,493728,1332149
0,658,2022-02-15 10:58:06,493728,1332149
0,659,2022-02-15 10:59:03,493742,1332112
0,660,2022-02-15 11:00:02,493742,1332112
0,661,2022-02-15 11:01:02,493742,1332112
0,662,2022-02-15 11:02:02,493756,1332075
0,663,2022-02-15 11:03:02,493651,1332363
0,664,2022-02-15 11:04:02,493695,1332243
0,665,2022-02-15 11:05:02,493685,1332270
0,666,2022-02-15 11:06:03,493685,1332270
0,667,2022-02-15 11:07:06,493722,1332172
0,668,2022-02-15 11:08:02,493718,1332181
0,669,2022-02-15 11:09:02,493697,1332238
0,670,2022-02-15 11:10:03,493653,1332359
0,671,2022-02-15 11:11:02,493653,1332359
0,672,2022-02-15 11:12:02,493653,1332359
0,673,2022-02-15 11:13:03,493643,1332384
0,674,2022-02-15 11:14:02,492990,1334155
0,675,2022-02-15 11:15:02,493015,1334089
0,676,2022-02-15 11:16:03,493015,1334089
0,677,2022-02-15 11:17:02,493015,1334089
0,678,2022-02-15 11:18:02,492836,1334574
0,679,2022-02-15 11:19:03,492839,1334565
0,680,2022-02-15 11:20:01,492861,1334506
0,681,2022-02-15 11:21:03,492888,1334432
0,682,2022-02-15 11:22:02,492888,1334432
0,683,2022-02-15 11:23:02,492722,1334886
0,684,2022-02-15 11:24:02,492722,1334886
0,685,2022-02-15 11:25:03,492722,1334886
0,686,2022-02-15 11:26:02,492722,1334886
0,687,2022-02-15 11:27:01,493618,1332470
0,688,2022-02-15 11:28:02,493618,1332470
0,689,2022-02-15 11:29:03,493618,1332470
0,690,2022-02-15 11:30:02,493546,1332698
0,691,2022-02-15 11:31:04,494677,1329658
0,692,2022-02-15 11:32:02,494677,1329659
0,693,2022-02-15 11:33:02,494667,1329687
0,694,2022-02-15 11:34:03,494631,1329783
0,695,2022-02-15 11:35:07,494617,1329820
0,696,2022-02-15 11:36:02,494959,1328905
0,697,2022-02-15 11:37:02,494969,1328878
0,698,2022-02-15 11:38:03,494969,1328878
0,699,2022-02-15 11:39:02,494919,1329012
0,700,2022-02-15 11:40:07,494726,1329532
0,701,2022-02-15 11:41:02,494721,1329545
0,702,2022-02-15 11:42:02,494713,1329568
0,703,2022-02-15 11:43:03,494713,1329568
0,704,2022-02-15 11:44:07,494713,1329568
0,705,2022-02-15 11:45:03,494714,1329566
0,706,2022-02-15 11:46:02,494968,1328885
0,707,2022-02-15 11:47:02,495186,1328301
0,708,2022-02-15 11:48:01,495186,1328301
0,709,2022-02-15 11:49:03,495186,1328301
0,710,2022-02-15 11:50:02,495186,1328301
0,711,2022-02-15 11:51:03,495044,1328684
0,712,2022-02-15 11:52:02,494743,1329495
0,713,2022-02-15 11:53:02,494676,1329677
0,714,2022-02-15 11:54:03,494638,1329777
0,715,2022-02-15 11:55:03,494638,1329777
0,716,2022-02-15 11:56:08,494502,1330145
0,717,2022-02-15 11:57:02,494051,1331362
0,718,2022-02-15 11:58:02,494103,1331223
0,719,2022-02-15 11:59:03,494064,1331328
0,720,2022-02-15 12:00:01,493691,1332339
0,721,2022-02-15 12:01:01,493672,1332390
0,722,2022-02-15 12:02:02,493459,1332968
0,723,2022-02-15 12:03:02,493243,1333552
0,724,2022-02-15 12:04:03,493243,1333552
0,725,2022-02-15 12:05:02,493278,1333458
0,726,2022-02-15 12:06:06,493288,1333430
0,727,2022-02-15 12:07:04,493337,1333298
0,728,2022-02-15 12:08:01,493007,1334195
0,729,2022-02-15 12:09:02,492999,1334215
0,730,2022-02-15 12:10:03,492999,1334215
0,731,2022-02-15 12:11:02,492999,1334215
0,732,2022-02-15 12:12:03,492999,1334215
0,733,2022-02-15 12:13:02,492999,1334215
0,734,2022-02-15 12:14:02,492999,1334215
0,735,2022-02-15 12:15:05,492978,1334271
0,736,2022-02-15 12:16:01,492978,1334271
0,737,2022-02-15 12:17:02,492996,1334224
0,738,2022-02-15 12:18:02,493026,1334144
0,739,2022-02-15 12:19:01,493012,1334181
0,740,2022-02-15 12:20:02,492979,1334271
0,741,2022-02-15 12:21:01,493007,1334195
0,742,2022-02-15 12:22:02,493007,1334195
0,743,2022-02-15 12:23:04,492774,1334832
0,744,2022-02-15 12:24:02,492913,1334459
0,745,2022-02-15 12:25:01,492913,1334459
0,746,2022-02-15 12:26:02,492923,1334430
0,747,2022-02-15 12:27:03,492923,1334430
0,748,2022-02-15 12:28:02,492740,1334929
0,749,2022-02-15 12:29:03,492774,1334837
0,750,2022-02-15 12:30:02,492788,1334800
0,751,2022-02-15 12:31:03,492788,1334800
0,752,2022-02-15 12:32:02,492765,1334860
0,753,2022-02-15 12:33:02,492745,1334915
0,754,2022-02-15 12:34:02,492754,1334891
0,755,2022-02-15 12:35:03,492724,1334975
0,756,2022-02-15 12:36:02,492812,1334737
0,757,2022-02-15 12:37:02,492812,1334737
0,758,2022-02-15 12:38:02,492812,1334737
0,759,2022-02-15 12:39:02,492791,1334793
0,760,2022-02-15 12:40:02,492791,1334793
0,761,2022-02-15 12:41:02,493741,1332233
0,762,2022-02-15 12:42:05,493693,1332361
0,763,2022-02-15 12:43:02,493693,1332361
0,764,2022-02-15 12:44:03,493702,1332337
0,765,2022-02-15 12:45:02,493702,1332338
0,766,2022-02-15 12:46:02,493697,1332352
0,767,2022-02-15 12:47:03,493707,1332325
0,768,2022-02-15 12:48:02,493706,1332326
0,769,2022-02-15 12:49:01,493716,1332300
0,770,2022-02-15 12:50:01,493511,1332855
0,771,2022-02-15 12:51:03,493511,1332855
0,772,2022-02-15 12:52:03,493511,1332855
0,773,2022-02-15 12:53:01,493511,1332855
0,774,2022-02-15 12:54:02,493439,1333052
0,775,2022-02-15 12:55:02,493439,1333052
0,776,2022-02-15 12:56:02,493297,1333435
0,777,2022-02-15 12:57:02,493162,1333802
0,778,2022-02-15 12:58:02,493162,1333802
0,779,2022-02-15 12:59:04,493199,1333700
0,780,2022-02-15 13:00:04,493251,1333562
0,781,2022-02-15 13:01:02,493316,1333387
0,782,2022-02-15 13:02:02,492595,1335345
0,783,2022-02-15 13:03:02,492618,1335283
0,784,2022-02-15 13:04:02,492213,1336384
0,785,2022-02-15 13:05:02,492224,1336357
0,786,2022-02-15 13:06:03,492225,1336354
0,787,2022-02-15 13:07:03,492225,1336354
0,788,2022-02-15 13:08:03,492225,1336354
0,789,2022-02-15 13:09:08,492325,1336083
0,790,2022-02-15 13:10:04,492098,1336701
0,791,2022-02-15 13:11:02,492069,1336781
0,792,2022-02-15 13:12:02,492002,1336963
0,793,2022-02-15 13:13:02,492004,1336958
0,794,2022-02-15 13:14:02,491915,1337201
0,795,2022-02-15 13:15:02,491961,1337076
0,796,2022-02-15 13:16:05,491972,1337046
0,797,2022-02-15 13:17:01,491972,1337046
0,798,2022-02-15 13:18:03,491972,1337046
0,799,2022-02-15 13:19:04,491972,1337046
0,800,2022-02-15 13:20:02,492931,1334453
0,801,2022-02-15 13:21:02,492919,1334484
0,802,2022-02-15 13:22:02,492649,1335320
0,803,2022-02-15 13:23:02,492649,1335320
0,804,2022-02-15 13:24:01,492642,1335338
0,805,2022-02-15 13:25:02,492642,1335338
0,806,2022-02-15 13:26:03,492642,1335338
0,807,2022-02-15 13:27:03,492657,1335298
0,808,2022-02-15 13:28:02,492657,1335298
0,809,2022-02-15 13:29:02,492657,1335298
0,810,2022-02-15 13:30:03,492657,1335298
0,811,2022-02-15 13:31:05,492657,1335298
0,812,2022-02-15 13:32:03,492657,1335298
0,813,2022-02-15 13:33:01,492657,1335298
0,814,2022-02-15 13:34:02,492657,1335298
0,815,2022-02-15 13:35:02,492650,1335318
0,816,2022-02-15 13:36:02,492537,1335626
0,817,2022-02-15 13:37:04,492152,1336675
0,818,2022-02-15 13:38:02,493252,1333704
0,819,2022-02-15 13:39:01,493252,1333704
0,820,2022-02-15 13:40:02,493243,1333731
0,821,2022-02-15 13:41:08,493243,1333731
0,822,2022-02-15 13:42:03,493259,1333688
0,823,2022-02-15 13:43:03,493241,1333735
0,824,2022-02-15 13:44:02,493301,1333573
0,825,2022-02-15 13:45:06,493361,1333411
0,826,2022-02-15 13:46:02,493361,1333411
0,827,2022-02-15 13:47:03,493332,1333490
0,828,2022-02-15 13:48:03,493332,1333490
0,829,2022-02-15 13:49:02,493328,1333502
0,830,2022-02-15 13:50:09,492951,1334525
0,831,2022-02-15 13:51:02,492751,1335068
0,832,2022-02-15 13:52:02,492544,1335630
0,833,2022-02-15 13:53:02,492538,1335647
0,834,2022-02-15 13:54:01,492522,1335691
0,835,2022-02-15 13:55:02,492239,1336462
0,836,2022-02-15 13:56:02,492028,1337036
0,837,2022-02-15 13:57:03,491865,1337481
0,838,2022-02-15 13:58:02,491865,1337481
0,839,2022-02-15 13:59:02,491865,1337481
0,840,2022-02-15 14:00:07,491895,1337400
0,841,2022-02-15 14:01:02,491895,1337400
0,842,2022-02-15 14:02:02,491895,1337400
0,843,2022-02-15 14:03:03,491859,1337498
0,844,2022-02-15 14:04:02,491859,1337498
0,845,2022-02-15 14:05:02,491893,1337412
0,846,2022-02-15 14:06:02,491893,1337412
0,847,2022-02-15 14:07:03,491893,1337412
0,848,2022-02-15 14:08:02,491893,1337412
0,849,2022-02-15 14:09:02,491889,1337422
0,850,2022-02-15 14:10:03,491889,1337422
0,851,2022-02-15 14:11:02,491889,1337422
0,852,2022-02-15 14:12:02,491920,1337340
0,853,2022-02-15 14:13:04,491920,1337340
0,854,2022-02-15 14:14:04,491881,1337447
0,855,2022-02-15 14:15:04,491919,1337344
0,856,2022-02-15 14:16:01,491919,1337344
0,857,2022-02-15 14:17:03,491931,1337312
0,858,2022-02-15 14:18:06,491951,1337258
0,859,2022-02-15 14:19:01,491858,1337515
0,860,2022-02-15 14:20:02,492305,1336318
0,861,2022-02-15 14:21:02,492305,1336318
0,862,2022-02-15 14:22:02,492305,1336318
0,863,2022-02-15 14:23:03,492305,1336318
0,864,2022-02-15 14:24:02,492261,1336438
0,865,2022-02-15 14:25:02,492275,1336400
0,866,2022-02-15 14:26:03,492275,1336400
0,867,2022-02-15 14:27:02,492275,1336400
0,868,2022-02-15 14:28:02,492338,1336230
0,869,2022-02-15 14:29:03,492202,1336600
0,870,2022-02-15 14:30:03,492173,1336680
0,871,2022-02-15 14:31:03,492173,1336680
0,872,2022-02-15 14:32:02,492226,1336537
0,873,2022-02-15 14:33:04,492486,1335831
0,874,2022-02-15 14:34:02,492486,1335831
0,875,2022-02-15 14:35:02,492486,1335831
0,876,2022-02-15 14:36:01,492449,1335932
0,877,2022-02-15 14:37:06,492279,1336395
0,878,2022-02-15 14:38:02,492279,1336395
0,879,2022-02-15 14:39:01,492279,1336395
0,880,2022-02-15 14:40:04,493683,1332608
0,881,2022-02-15 14:41:09,493672,1332637
0,882,2022-02-15 14:42:02,493672,1332637
0,883,2022-02-15 14:43:02,493699,1332564
0,884,2022-02-15 14:44:02,493726,1332491
0,885,2022-02-15 14:45:03,493826,1332222
0,886,2022-02-15 14:46:02,494214,1331183
0,887,2022-02-15 14:47:02,494211,1331192
0,888,2022-02-15 14:48:01,494162,1331323
0,889,2022-02-15 14:49:03,494200,1331225
0,890,2022-02-15 14:50:02,494285,1330996
0,891,2022-02-15 14:51:01,494274,1331026
0,892,2022-02-15 14:52:01,494251,1331087
0,893,2022-02-15 14:53:03,493326,1333592
0,894,2022-02-15 14:54:01,492992,1334497
0,895,2022-02-15 14:55:02,492992,1334497
0,896,2022-02-15 14:56:03,492997,1334484
0,897,2022-02-15 14:57:02,493230,1333857
0,898,2022-02-15 14:58:02,493127,1334135
0,899,2022-02-15 14:59:02,493126,1334137
0,900,2022-02-15 15:00:07,493119,1334157
0,901,2022-02-15 15:01:02,493119,1334157
0,902,2022-02-15 15:02:02,493119,1334157
0,903,2022-02-15 15:03:02,494095,1331530
0,904,2022-02-15 15:04:03,494095,1331530
0,905,2022-02-15 15:05:03,494106,1331499
0,906,2022-02-15 15:06:01,494106,1331499
0,907,2022-02-15 15:07:02,494106,1331499
0,908,2022-02-15 15:08:03,494106,1331499
0,909,2022-02-15 15:09:08,494137,1331417
0,910,2022-02-15 15:10:02,494146,1331391
0,911,2022-02-15 15:11:02,493716,1332555
0,912,2022-02-15 15:12:02,493706,1332582
0,913,2022-02-15 15:13:06,494817,1329598
0,914,2022-02-15 15:14:03,494823,1329582
0,915,2022-02-15 15:15:02,494671,1329994
0,916,2022-02-15 15:16:03,494671,1329994
0,917,2022-02-15 15:17:03,494651,1330049
0,918,2022-02-15 15:18:05,494651,1330049
0,919,2022-02-15 15:19:03,494651,1330049
0,920,2022-02-15 15:20:02,495939,1326605
0,921,2022-02-15 15:21:02,495939,1326605
0,922,2022-02-15 15:22:08,495971,1326518
0,923,2022-02-15 15:23:03,495952,1326568
0,924,2022-02-15 15:24:02,495992,1326461
0,925,2022-02-15 15:25:02,495989,1326470
0,926,2022-02-15 15:26:01,496126,1326106
0,927,2022-02-15 15:27:02,496107,1326157
0,928,2022-02-15 15:28:01,496101,1326173
0,929,2022-02-15 15:29:04,496101,1326173
0,930,2022-02-15 15:30:02,496100,1326174
0,931,2022-02-15 15:31:03,496115,1326135
0,932,2022-02-15 15:32:01,495706,1327232
0,933,2022-02-15 15:33:08,495688,1327281
0,934,2022-02-15 15:34:02,495688,1327281
0,935,2022-02-15 15:35:02,495854,1327826
0,936,2022-02-15 15:36:03,495789,1328001
0,937,2022-02-15 15:37:03,495799,1327973
0,938,2022-02-15 15:38:02,494326,1331944
0,939,2022-02-15 15:39:02,494326,1331944
0,940,2022-02-15 15:40:03,494326,1331944
0,941,2022-02-15 15:41:03,493546,1334053
0,942,2022-02-15 15:42:02,493547,1334051
0,943,2022-02-15 15:43:01,493536,1334081
0,944,2022-02-15 15:44:04,493360,1334559
0,945,2022-02-15 15:45:01,493360,1334559
0,946,2022-02-15 15:46:06,493329,1334642
0,947,2022-02-15 15:47:02,493024,1335471
0,948,2022-02-15 15:48:03,493024,1335471
0,949,2022-02-15 15:49:04,494434,1331674
0,950,2022-02-15 15:50:01,494469,1331580
0,951,2022-02-15 15:51:02,494500,1331497
